municipality_city,province,region,latitude,longitude
Baler (Capital),Aurora,Region III (Central Luzon),15.745051844333052,121.57119172044143
Casiguran,Aurora,Region III (Central Luzon),16.240850907068435,122.05576385606834
Dilasag,Aurora,Region III (Central Luzon),16.39968057393655,122.09679469707329
Dinalungan,Aurora,Region III (Central Luzon),16.186341982801608,121.87983261847417
Dingalan,Aurora,Region III (Central Luzon),15.268890005554612,121.37592707773368
Dipaculao,Aurora,Region III (Central Luzon),15.997089231882363,121.62095437163464
Maria Aurora,Aurora,Region III (Central Luzon),15.772544350323487,121.40328464151716
San Luis,Aurora,Region III (Central Luzon),15.611830988904714,121.45542048999229
Agoncillo,Batangas,Region IV-A (Calabarzon),13.967790565349212,120.92735958104922
Alitagtag,Batangas,Region IV-A (Calabarzon),13.866258012581143,121.0138070884008
Balayan,Batangas,Region IV-A (Calabarzon),13.96639884405337,120.73199195470744
Balete,Batangas,Region IV-A (Calabarzon),14.0115627203527,121.10241650385302
Batangas City (Capital),Batangas,Region IV-A (Calabarzon),13.710138301173634,121.10261816804638
Bauan,Batangas,Region IV-A (Calabarzon),13.801341687831428,120.9701758787216
City of Calaca,Batangas,Region IV-A (Calabarzon),13.977266433573867,120.82284373282225
Calatagan,Batangas,Region IV-A (Calabarzon),13.863528920844027,120.65848346302933
Cuenca,Batangas,Region IV-A (Calabarzon),13.90594853018741,121.05296639768866
Ibaan,Batangas,Region IV-A (Calabarzon),13.81903943805252,121.14031294177398
Laurel,Batangas,Region IV-A (Calabarzon),14.051094405837922,120.90622213520646
Lemery,Batangas,Region IV-A (Calabarzon),13.9547460892796,120.88424274258325
Lian,Batangas,Region IV-A (Calabarzon),13.993466098590646,120.6489234520435
Lipa City,Batangas,Region IV-A (Calabarzon),13.939652456500554,121.17066291906536
Lobo,Batangas,Region IV-A (Calabarzon),13.665519040373361,121.26256263876635
Mabini,Batangas,Region IV-A (Calabarzon),13.729875732208392,120.91337508506899
Malvar,Batangas,Region IV-A (Calabarzon),14.032961043882413,121.14895885118506
Mataasnakahoy,Batangas,Region IV-A (Calabarzon),13.975826444907998,121.10255604999203
Nasugbu,Batangas,Region IV-A (Calabarzon),14.11894456908256,120.68765231335479
Padre Garcia,Batangas,Region IV-A (Calabarzon),13.874248192542332,121.23963644526954
Rosario,Batangas,Region IV-A (Calabarzon),13.804533777696863,121.27040327907403
San Jose,Batangas,Region IV-A (Calabarzon),13.878272965995542,121.08976485536719
San Juan,Batangas,Region IV-A (Calabarzon),13.757521499658937,121.39041843576142
San Luis,Batangas,Region IV-A (Calabarzon),13.835395812456092,120.94449858805065
San Nicolas,Batangas,Region IV-A (Calabarzon),13.962232021538494,120.9707008991641
San Pascual,Batangas,Region IV-A (Calabarzon),13.817576445884463,121.03144919532494
Santa Teresita,Batangas,Region IV-A (Calabarzon),13.877692737396632,120.97184709551031
City of Sto. Tomas,Batangas,Region IV-A (Calabarzon),14.075656347269348,121.18343957719452
Taal,Batangas,Region IV-A (Calabarzon),13.886701389297611,120.937519943532
Talisay,Batangas,Region IV-A (Calabarzon),14.092562866268068,121.01342633368412
City of Tanauan,Batangas,Region IV-A (Calabarzon),14.094418505294113,121.09877779450483
Taysan,Batangas,Region IV-A (Calabarzon),13.753218780457496,121.22300670786292
Tingloy,Batangas,Region IV-A (Calabarzon),13.64764992450469,120.89226695583076
Tuy,Batangas,Region IV-A (Calabarzon),14.028258761017804,120.73927655182445
Alfonso,Cavite,Region IV-A (Calabarzon),14.118451281142661,120.84054087668991
Amadeo,Cavite,Region IV-A (Calabarzon),14.178270791633476,120.92895841363591
Bacoor City,Cavite,Region IV-A (Calabarzon),14.415145163542581,120.97187564791257
Carmona,Cavite,Region IV-A (Calabarzon),14.302108978680145,121.03753965059039
Cavite City,Cavite,Region IV-A (Calabarzon),14.433914477983228,120.74591106240399
City of Dasmariñas,Cavite,Region IV-A (Calabarzon),14.313352237018366,120.96462278593688
General Emilio Aguinaldo,Cavite,Region IV-A (Calabarzon),14.179407800412406,120.80138666536753
City of General Trias,Cavite,Region IV-A (Calabarzon),14.322356326295994,120.90080318787072
Imus City,Cavite,Region IV-A (Calabarzon),14.396485836516703,120.93514103832877
Indang,Cavite,Region IV-A (Calabarzon),14.19135535547691,120.87054941302569
Kawit,Cavite,Region IV-A (Calabarzon),14.43712794939686,120.90413922327714
Magallanes,Cavite,Region IV-A (Calabarzon),14.162290059332786,120.74874330613537
Maragondon,Cavite,Region IV-A (Calabarzon),14.23101292770499,120.72783438906993
Mendez (Mendez-Nuñez),Cavite,Region IV-A (Calabarzon),14.130374149211523,120.89842824513403
Naic,Cavite,Region IV-A (Calabarzon),14.292915221286378,120.79471466852331
Noveleta,Cavite,Region IV-A (Calabarzon),14.435550586267887,120.88066579647567
Rosario,Cavite,Region IV-A (Calabarzon),14.413609732792255,120.8634440440464
Silang,Cavite,Region IV-A (Calabarzon),14.214586676068535,120.98774542802947
Tagaytay City,Cavite,Region IV-A (Calabarzon),14.116106939162345,120.95494759382981
Tanza,Cavite,Region IV-A (Calabarzon),14.34810306702182,120.83704568029326
Ternate,Cavite,Region IV-A (Calabarzon),14.263700446931965,120.67421484181953
Trece Martires City (Capital),Cavite,Region IV-A (Calabarzon),14.276308055656031,120.8694396211742
Gen. Mariano Alvarez,Cavite,Region IV-A (Calabarzon),14.310159684843239,121.01446764723813
Alaminos,Laguna,Region IV-A (Calabarzon),14.043151994589982,121.24726701124438
Bay,Laguna,Region IV-A (Calabarzon),14.144612439185163,121.2611477523976
City of Biñan,Laguna,Region IV-A (Calabarzon),14.307128764427816,121.06920726535085
Cabuyao City,Laguna,Region IV-A (Calabarzon),14.239049718696512,121.11139575993613
City of Calamba,Laguna,Region IV-A (Calabarzon),14.187204906196381,121.12030656276117
Calauan,Laguna,Region IV-A (Calabarzon),14.133046330195587,121.29679381714949
Cavinti,Laguna,Region IV-A (Calabarzon),14.246483540322528,121.55283681276633
Famy,Laguna,Region IV-A (Calabarzon),14.48130197921737,121.47423557255988
Kalayaan,Laguna,Region IV-A (Calabarzon),14.333054402441224,121.53197265062362
Liliw,Laguna,Region IV-A (Calabarzon),14.141619830630036,121.43648487292104
Los Baños,Laguna,Region IV-A (Calabarzon),14.15323051492051,121.22439821249642
Luisiana,Laguna,Region IV-A (Calabarzon),14.188167057123724,121.52782559317093
Lumban,Laguna,Region IV-A (Calabarzon),14.29830708672221,121.51562801096028
Mabitac,Laguna,Region IV-A (Calabarzon),14.429761175441312,121.40218389114783
Magdalena,Laguna,Region IV-A (Calabarzon),14.20669191317707,121.4359227670893
Majayjay,Laguna,Region IV-A (Calabarzon),14.139262363711493,121.48036194775683
Nagcarlan,Laguna,Region IV-A (Calabarzon),14.13417573019992,121.4044369319063
Paete,Laguna,Region IV-A (Calabarzon),14.374724438659436,121.53491013635009
Pagsanjan,Laguna,Region IV-A (Calabarzon),14.252026140555586,121.44872925328188
Pakil,Laguna,Region IV-A (Calabarzon),14.38810011600761,121.44847613341038
Pangil,Laguna,Region IV-A (Calabarzon),14.423088011895366,121.48823553096227
Pila,Laguna,Region IV-A (Calabarzon),14.231018066581656,121.36528028857437
Rizal,Laguna,Region IV-A (Calabarzon),14.095158189573224,121.40337416349276
San Pablo City,Laguna,Region IV-A (Calabarzon),14.050287955903995,121.33022303988751
City of San Pedro,Laguna,Region IV-A (Calabarzon),14.349179754112978,121.04035025316398
Santa Cruz (Capital),Laguna,Region IV-A (Calabarzon),14.260669808445138,121.4016303828868
Santa Maria,Laguna,Region IV-A (Calabarzon),14.510773208757122,121.42607404634933
City of Santa Rosa,Laguna,Region IV-A (Calabarzon),14.271944771294654,121.09170183028994
Siniloan,Laguna,Region IV-A (Calabarzon),14.476965858737845,121.49474839940828
Victoria,Laguna,Region IV-A (Calabarzon),14.20533056245501,121.33419816180555
Agdangan,Quezon,Region IV-A (Calabarzon),13.883833948902103,121.92381871223765
Alabat,Quezon,Region IV-A (Calabarzon),14.118316384992324,122.02876002795244
Atimonan,Quezon,Region IV-A (Calabarzon),13.98497756437115,121.88916837248819
Buenavista,Quezon,Region IV-A (Calabarzon),13.739645358565532,122.43235934889353
Burdeos,Quezon,Region IV-A (Calabarzon),14.902246812045636,121.98484787219088
Calauag,Quezon,Region IV-A (Calabarzon),14.054428481809701,122.2800248003617
Candelaria,Quezon,Region IV-A (Calabarzon),13.935404640598263,121.42720476320126
Catanauan,Quezon,Region IV-A (Calabarzon),13.644003326370806,122.31630741920513
Dolores,Quezon,Region IV-A (Calabarzon),14.013157132321217,121.40627299757334
General Luna,Quezon,Region IV-A (Calabarzon),13.697001509443382,122.22393425589436
General Nakar,Quezon,Region IV-A (Calabarzon),14.88207176403805,121.46191520395993
Guinayangan,Quezon,Region IV-A (Calabarzon),13.90817388463687,122.42595355513444
Gumaca,Quezon,Region IV-A (Calabarzon),13.876750690861332,122.12370716389331
Infanta,Quezon,Region IV-A (Calabarzon),14.67551046281517,121.58628479498934
Jomalig,Quezon,Region IV-A (Calabarzon),14.700506598299585,122.3763761608573
Lopez,Quezon,Region IV-A (Calabarzon),13.836647610984048,122.29717981690898
Lucban,Quezon,Region IV-A (Calabarzon),14.110807459266471,121.56957020880193
Lucena City (Capital),Quezon,Region IV-A (Calabarzon),13.936754070439562,121.61548490190832
Macalelon,Quezon,Region IV-A (Calabarzon),13.760243688655667,122.18579047981204
Mauban,Quezon,Region IV-A (Calabarzon),14.231761722626581,121.70512272604998
Mulanay,Quezon,Region IV-A (Calabarzon),13.525465921515922,122.45755978172626
Padre Burgos,Quezon,Region IV-A (Calabarzon),13.927070684759485,121.84901816226584
Pagbilao,Quezon,Region IV-A (Calabarzon),13.982054725740419,121.72847927438933
Panukulan,Quezon,Region IV-A (Calabarzon),14.979206474522442,121.89146593774636
Patnanungan,Quezon,Region IV-A (Calabarzon),14.795840549473642,122.18646309552449
Perez,Quezon,Region IV-A (Calabarzon),14.178165472231473,121.95839271985362
Pitogo,Quezon,Region IV-A (Calabarzon),13.809697983599024,122.09139715605917
Plaridel,Quezon,Region IV-A (Calabarzon),13.941276797715947,122.01298199375125
Polillo,Quezon,Region IV-A (Calabarzon),14.738008044896622,121.95352106967127
Quezon,Quezon,Region IV-A (Calabarzon),14.055315462621305,122.12387688091464
Real,Quezon,Region IV-A (Calabarzon),14.512769221073443,121.58207890388532
Sampaloc,Quezon,Region IV-A (Calabarzon),14.183931409404588,121.63315185313866
San Andres,Quezon,Region IV-A (Calabarzon),13.3403243912681,122.64412715479708
San Antonio,Quezon,Region IV-A (Calabarzon),13.900505320550304,121.29513500249386
San Francisco (Aurora),Quezon,Region IV-A (Calabarzon),13.294830812970018,122.57178747446471
San Narciso,Quezon,Region IV-A (Calabarzon),13.555560181594394,122.53384803016961
Sariaya,Quezon,Region IV-A (Calabarzon),13.928873292711124,121.5014201864527
Tagkawayan,Quezon,Region IV-A (Calabarzon),14.027017153291107,122.53842803065615
City of Tayabas,Quezon,Region IV-A (Calabarzon),14.037059279810538,121.61534931553224
Tiaong,Quezon,Region IV-A (Calabarzon),13.939235098279504,121.33403842366869
Unisan,Quezon,Region IV-A (Calabarzon),13.861294490089069,121.99980622711594
Angono,Rizal,Region IV-A (Calabarzon),14.539505581330813,121.16911273617441
City of Antipolo,Rizal,Region IV-A (Calabarzon),14.655878960365385,121.23628738398176
Baras,Rizal,Region IV-A (Calabarzon),14.575055885768855,121.27697665849139
Binangonan,Rizal,Region IV-A (Calabarzon),14.457088013132363,121.20232763130895
Cainta,Rizal,Region IV-A (Calabarzon),14.587369834424468,121.11683942577298
Cardona,Rizal,Region IV-A (Calabarzon),14.406306905830679,121.23153391811415
Jala-jala,Rizal,Region IV-A (Calabarzon),14.338883584095248,121.33667445416027
Rodriguez (Montalban),Rizal,Region IV-A (Calabarzon),14.772721067531899,121.21847086667348
Morong,Rizal,Region IV-A (Calabarzon),14.53379259416496,121.2388458444171
Pililla,Rizal,Region IV-A (Calabarzon),14.453875263703779,121.34330055662083
San Mateo,Rizal,Region IV-A (Calabarzon),14.682771342110568,121.16100381644904
Tanay,Rizal,Region IV-A (Calabarzon),14.603867934882848,121.3592809979025
Taytay,Rizal,Region IV-A (Calabarzon),14.554878174894007,121.13436479042166
Teresa,Rizal,Region IV-A (Calabarzon),14.561144385735782,121.2194454381908
Bacacay,Albay,Region V (Bicol Region),13.285751353771639,123.84528697079925
Camalig,Albay,Region V (Bicol Region),13.139937459963594,123.6376877199094
Daraga (Locsin),Albay,Region V (Bicol Region),13.11481320736576,123.6888614437964
Guinobatan,Albay,Region V (Bicol Region),13.17273935691256,123.57679290634756
Jovellar,Albay,Region V (Bicol Region),13.049079381795131,123.58223166447448
Legazpi City (Capital),Albay,Region V (Bicol Region),13.099321439683159,123.75318753894084
Libon,Albay,Region V (Bicol Region),13.248665139050564,123.37256691831898
City of Ligao,Albay,Region V (Bicol Region),13.183722022143318,123.49715818166162
Malilipot,Albay,Region V (Bicol Region),13.303626790783742,123.73412581448824
Malinao,Albay,Region V (Bicol Region),13.383480824356214,123.65122058079346
Manito,Albay,Region V (Bicol Region),13.0857136104995,123.8780583420421
Oas,Albay,Region V (Bicol Region),13.166582799153622,123.40341077376205
Pio Duran,Albay,Region V (Bicol Region),13.062640020503553,123.46550602853448
Polangui,Albay,Region V (Bicol Region),13.32423208371547,123.49700048642444
Rapu-Rapu,Albay,Region V (Bicol Region),13.233666818343268,124.06207026205591
Santo Domingo (Libog),Albay,Region V (Bicol Region),13.243749423202814,123.75918968709611
City of Tabaco,Albay,Region V (Bicol Region),13.332936904364587,123.69557068205789
Tiwi,Albay,Region V (Bicol Region),13.461920131577797,123.61567154931947
Basud,Camarines Norte,Region V (Bicol Region),13.989561219469136,122.97523093187006
Capalonga,Camarines Norte,Region V (Bicol Region),14.268060958882428,122.49405329339724
Daet (Capital),Camarines Norte,Region V (Bicol Region),14.106275502613583,122.94873338358616
San Lorenzo Ruiz (Imelda),Camarines Norte,Region V (Bicol Region),14.015005928373233,122.8755160761595
Jose Panganiban,Camarines Norte,Region V (Bicol Region),14.262721403332623,122.65415505724927
Labo,Camarines Norte,Region V (Bicol Region),14.135779892807545,122.690072503682
Mercedes,Camarines Norte,Region V (Bicol Region),13.97362897426079,123.04922791601865
Paracale,Camarines Norte,Region V (Bicol Region),14.254458287731685,122.77443243722216
San Vicente,Camarines Norte,Region V (Bicol Region),14.080508630128753,122.86105033340208
Santa Elena,Camarines Norte,Region V (Bicol Region),14.150507650265569,122.38602225784315
Talisay,Camarines Norte,Region V (Bicol Region),14.140638789536814,122.92713701284347
Vinzons,Camarines Norte,Region V (Bicol Region),14.252466250610569,122.90336507729721
Baao,Camarines Sur,Region V (Bicol Region),13.481947442552446,123.36672037172298
Balatan,Camarines Sur,Region V (Bicol Region),13.348240394562534,123.25251965841045
Bato,Camarines Sur,Region V (Bicol Region),13.319980742907347,123.31290588144381
Bombon,Camarines Sur,Region V (Bicol Region),13.683509184474977,123.20663215411659
Buhi,Camarines Sur,Region V (Bicol Region),13.429946670209223,123.51803144896245
Bula,Camarines Sur,Region V (Bicol Region),13.455567044676124,123.26190881500084
Cabusao,Camarines Sur,Region V (Bicol Region),13.741075871460646,123.07452642343296
Calabanga,Camarines Sur,Region V (Bicol Region),13.709574305377652,123.26958482179353
Camaligan,Camarines Sur,Region V (Bicol Region),13.623515685127487,123.15906393784907
Canaman,Camarines Sur,Region V (Bicol Region),13.64434069948601,123.1329905832252
Caramoan,Camarines Sur,Region V (Bicol Region),13.797680047210347,123.8326450375133
Del Gallego,Camarines Sur,Region V (Bicol Region),13.948778814418636,122.68211840473808
Gainza,Camarines Sur,Region V (Bicol Region),13.602481698387145,123.13398514950443
Garchitorena,Camarines Sur,Region V (Bicol Region),13.865693276318193,123.63496660785694
Goa,Camarines Sur,Region V (Bicol Region),13.73047141623418,123.43252449676014
Iriga City,Camarines Sur,Region V (Bicol Region),13.451253857933782,123.437297380887
Lagonoy,Camarines Sur,Region V (Bicol Region),13.822385927241582,123.51480258450123
Libmanan,Camarines Sur,Region V (Bicol Region),13.664769793052901,122.97855685936334
Lupi,Camarines Sur,Region V (Bicol Region),13.853184062107113,122.88970337749032
Magarao,Camarines Sur,Region V (Bicol Region),13.671898139964073,123.16312159412415
Milaor,Camarines Sur,Region V (Bicol Region),13.595132494406167,123.19367875168635
Minalabac,Camarines Sur,Region V (Bicol Region),13.51532430746827,123.19813957534737
Nabua,Camarines Sur,Region V (Bicol Region),13.395536800121997,123.34054748592071
Naga City,Camarines Sur,Region V (Bicol Region),13.643034600246773,123.25866736860188
Ocampo,Camarines Sur,Region V (Bicol Region),13.581035715132323,123.3833710864685
Pamplona,Camarines Sur,Region V (Bicol Region),13.588549352029112,123.0756693854689
Pasacao,Camarines Sur,Region V (Bicol Region),13.555026637232977,122.99257550993948
Pili (Capital),Camarines Sur,Region V (Bicol Region),13.588521008596604,123.29486384690144
Presentacion (Parubcan),Camarines Sur,Region V (Bicol Region),13.746733425665141,123.72708302100555
Ragay,Camarines Sur,Region V (Bicol Region),13.865392890604754,122.77560094729172
Sagñay,Camarines Sur,Region V (Bicol Region),13.560811573298464,123.51736033909923
San Fernando,Camarines Sur,Region V (Bicol Region),13.524009754018882,123.1263426187641
San Jose,Camarines Sur,Region V (Bicol Region),13.692331204657041,123.553290788884
Sipocot,Camarines Sur,Region V (Bicol Region),13.794176384294731,122.96031119843849
Siruma,Camarines Sur,Region V (Bicol Region),14.015836611379653,123.29661774696838
Tigaon,Camarines Sur,Region V (Bicol Region),13.625573511437677,123.46797119096969
Tinambac,Camarines Sur,Region V (Bicol Region),13.866865259914759,123.35925398412813
Bagamanoc,Catanduanes,Region V (Bicol Region),13.961620220300313,124.26567681863952
Baras,Catanduanes,Region V (Bicol Region),13.694137119196633,124.36436521443942
Bato,Catanduanes,Region V (Bicol Region),13.604588717826944,124.30944777450586
Caramoran,Catanduanes,Region V (Bicol Region),13.872550227427343,124.18129452342555
Gigmoto,Catanduanes,Region V (Bicol Region),13.785415342632891,124.35884216836995
Pandan,Catanduanes,Region V (Bicol Region),14.03087994879485,124.19640352701828
Panganiban (Payo),Catanduanes,Region V (Bicol Region),13.909578125901872,124.299489938032
San Andres (Calolbon),Catanduanes,Region V (Bicol Region),13.662240090577917,124.10996853798987
San Miguel,Catanduanes,Region V (Bicol Region),13.704023755569999,124.25581321069957
Viga,Catanduanes,Region V (Bicol Region),13.846512382240459,124.30953666195462
Virac (Capital),Catanduanes,Region V (Bicol Region),13.601338995744356,124.1946129374449
Aroroy,Masbate,Region V (Bicol Region),12.439246918566857,123.34116701689602
Baleno,Masbate,Region V (Bicol Region),12.423928671817462,123.47967435178506
Balud,Masbate,Region V (Bicol Region),12.021466102006618,123.23266996988113
Batuan,Masbate,Region V (Bicol Region),12.399993974662552,123.7626030004381
Cataingan,Masbate,Region V (Bicol Region),12.001463748823873,123.95648458007497
Cawayan,Masbate,Region V (Bicol Region),12.01872626921901,123.75725450082344
Claveria,Masbate,Region V (Bicol Region),12.867591685862987,123.2219468716043
Dimasalang,Masbate,Region V (Bicol Region),12.15393383081807,123.85178421961278
Esperanza,Masbate,Region V (Bicol Region),11.811613906839986,124.01012007818072
Mandaon,Masbate,Region V (Bicol Region),12.22584608969491,123.31032628294925
City of Masbate (Capital),Masbate,Region V (Bicol Region),12.336899568548365,123.56412471387802
Milagros,Masbate,Region V (Bicol Region),12.202762195428663,123.52411922026432
Mobo,Masbate,Region V (Bicol Region),12.273904522028285,123.66365458237041
Monreal,Masbate,Region V (Bicol Region),12.629809314516514,123.63857947905039
Palanas,Masbate,Region V (Bicol Region),12.097521677596713,123.89769956257314
Pio V. Corpus (Limbuhan),Masbate,Region V (Bicol Region),11.856455061900133,124.03243293056126
Placer,Masbate,Region V (Bicol Region),11.927638241252943,123.89279429514077
San Fernando,Masbate,Region V (Bicol Region),12.478745393415071,123.72520487481063
San Jacinto,Masbate,Region V (Bicol Region),12.557482570597932,123.69090872845021
San Pascual,Masbate,Region V (Bicol Region),13.05815864234966,123.02766572477657
Uson,Masbate,Region V (Bicol Region),12.17111391820165,123.75998222564083
Barcelona,Sorsogon,Region V (Bicol Region),12.832534788262873,124.11547738081424
Bulan,Sorsogon,Region V (Bicol Region),12.683906522675922,123.9256115067823
Bulusan,Sorsogon,Region V (Bicol Region),12.756955292109456,124.10500235342127
Casiguran,Sorsogon,Region V (Bicol Region),12.8592280963224,124.04244820972806
Castilla,Sorsogon,Region V (Bicol Region),12.95043958880006,123.81653034061435
Donsol,Sorsogon,Region V (Bicol Region),12.970970757383059,123.57723297155736
Gubat,Sorsogon,Region V (Bicol Region),12.924941516268472,124.10521021909427
Irosin,Sorsogon,Region V (Bicol Region),12.712336200315477,124.02939819660844
Juban,Sorsogon,Region V (Bicol Region),12.8107486082393,123.9743098854826
Magallanes,Sorsogon,Region V (Bicol Region),12.809259011598146,123.88300066516197
Matnog,Sorsogon,Region V (Bicol Region),12.589426745008925,124.03668877753235
Pilar,Sorsogon,Region V (Bicol Region),12.952337542362233,123.69895262439718
Prieto Diaz,Sorsogon,Region V (Bicol Region),13.036233002380705,124.1567496846498
Santa Magdalena,Sorsogon,Region V (Bicol Region),12.6571531937486,124.08773840286923
City of Sorsogon (Capital),Sorsogon,Region V (Bicol Region),13.018045149926724,123.98978770807075
Altavas,Aklan,Region VI (Western Visayas),11.514177062804048,122.46109224009156
Balete,Aklan,Region VI (Western Visayas),11.526973671855657,122.37499534165534
Banga,Aklan,Region VI (Western Visayas),11.599025040571686,122.32930147285907
Batan,Aklan,Region VI (Western Visayas),11.569491577101127,122.48425564528151
Buruanga,Aklan,Region VI (Western Visayas),11.831598851317963,121.91468442906911
Ibajay,Aklan,Region VI (Western Visayas),11.744509347496928,122.16921170633073
Kalibo (Capital),Aklan,Region VI (Western Visayas),11.693873154124287,122.37369206047649
Lezo,Aklan,Region VI (Western Visayas),11.677751592887908,122.31749005262148
Libacao,Aklan,Region VI (Western Visayas),11.415958895536667,122.29437637500783
Madalag,Aklan,Region VI (Western Visayas),11.465893804919123,122.2220106630161
Makato,Aklan,Region VI (Western Visayas),11.70954932767138,122.27356173712921
Malay,Aklan,Region VI (Western Visayas),11.893764030400284,121.94620785383238
Malinao,Aklan,Region VI (Western Visayas),11.604817967050082,122.22910851606424
Nabas,Aklan,Region VI (Western Visayas),11.844177310788863,122.03680643630736
New Washington,Aklan,Region VI (Western Visayas),11.63485363093521,122.41050484984645
Numancia,Aklan,Region VI (Western Visayas),11.717572628843294,122.33580703478128
Tangalan,Aklan,Region VI (Western Visayas),11.74125209302933,122.23297836932693
Anini-y,Antique,Region VI (Western Visayas),10.446742408283383,121.96476689152247
Barbaza,Antique,Region VI (Western Visayas),11.254156747732393,122.12462499270063
Belison,Antique,Region VI (Western Visayas),10.848726637704074,121.98366897118102
Bugasong,Antique,Region VI (Western Visayas),11.093844961213287,122.13312485523271
Caluya,Antique,Region VI (Western Visayas),11.970617012882073,121.44726170729587
Culasi,Antique,Region VI (Western Visayas),11.42263611884902,122.1087898018681
Tobias Fornier (Dao),Antique,Region VI (Western Visayas),10.52073400489419,121.97779696439467
Hamtic,Antique,Region VI (Western Visayas),10.666229553761477,122.0102276009921
Laua-an,Antique,Region VI (Western Visayas),11.155898063632199,122.1099492481242
Libertad,Antique,Region VI (Western Visayas),11.78734828962463,121.95015538465358
Pandan,Antique,Region VI (Western Visayas),11.742487196367206,122.09150330658746
Patnongon,Antique,Region VI (Western Visayas),10.922676967463836,122.03620240534758
San Jose (Capital),Antique,Region VI (Western Visayas),10.7719125890384,121.95668108314092
San Remigio,Antique,Region VI (Western Visayas),10.89812505104385,122.1764101183379
Sebaste,Antique,Region VI (Western Visayas),11.589269090591829,122.11814373789741
Sibalom,Antique,Region VI (Western Visayas),10.77234699538222,122.07161453310061
Tibiao,Antique,Region VI (Western Visayas),11.31266846196496,122.08431272284058
Valderrama,Antique,Region VI (Western Visayas),11.029797761184392,122.20424598194005
Cuartero,Capiz,Region VI (Western Visayas),11.310511824951112,122.76378954502071
Dao,Capiz,Region VI (Western Visayas),11.375275622876458,122.70588445984481
Dumalag,Capiz,Region VI (Western Visayas),11.311694837804241,122.61767904326754
Dumarao,Capiz,Region VI (Western Visayas),11.249402074315794,122.74683160195605
Ivisan,Capiz,Region VI (Western Visayas),11.519517808557984,122.68232557047186
Jamindan,Capiz,Region VI (Western Visayas),11.367466105155938,122.40034743717563
Ma-ayon,Capiz,Region VI (Western Visayas),11.352851819191162,122.84933537944174
Mambusao,Capiz,Region VI (Western Visayas),11.431481653746285,122.58347845465245
Panay,Capiz,Region VI (Western Visayas),11.534801283966846,122.832330451907
Panitan,Capiz,Region VI (Western Visayas),11.441511859846447,122.77143280521987
Pilar,Capiz,Region VI (Western Visayas),11.461986792748121,123.01682287627374
Pontevedra,Capiz,Region VI (Western Visayas),11.437717232043468,122.8666812122167
President Roxas,Capiz,Region VI (Western Visayas),11.418698039255185,122.94855755538138
Roxas City (Capital),Capiz,Region VI (Western Visayas),11.556165238821016,122.74471344913248
Sapi-an,Capiz,Region VI (Western Visayas),11.499919320966534,122.58898335666922
Sigma,Capiz,Region VI (Western Visayas),11.428700425611538,122.66875092432427
Tapaz,Capiz,Region VI (Western Visayas),11.256683184590303,122.4151283831771
Ajuy,Iloilo,Region VI (Western Visayas),11.144519298723464,122.99626956340119
Alimodian,Iloilo,Region VI (Western Visayas),10.854149771261852,122.38825952916307
Anilao,Iloilo,Region VI (Western Visayas),11.001648651114252,122.73934316492267
Badiangan,Iloilo,Region VI (Western Visayas),10.99141516834702,122.5313835963864
Balasan,Iloilo,Region VI (Western Visayas),11.45469797645621,123.08325808239704
Banate,Iloilo,Region VI (Western Visayas),11.04015418132923,122.7927450230316
Barotac Nuevo,Iloilo,Region VI (Western Visayas),10.908917857815288,122.7223209225958
Barotac Viejo,Iloilo,Region VI (Western Visayas),11.087113416379767,122.86961323589013
Batad,Iloilo,Region VI (Western Visayas),11.401663917399782,123.0999287268287
Bingawan,Iloilo,Region VI (Western Visayas),11.207614230354595,122.57650699224422
Cabatuan,Iloilo,Region VI (Western Visayas),10.88104298745419,122.49487176291723
Calinog,Iloilo,Region VI (Western Visayas),11.151167026141803,122.49595404765631
Carles,Iloilo,Region VI (Western Visayas),11.520488838199746,123.18445542652613
Concepcion,Iloilo,Region VI (Western Visayas),11.21887726769147,123.11898427539093
Dingle,Iloilo,Region VI (Western Visayas),11.011769028674872,122.66634002131156
Dueñas,Iloilo,Region VI (Western Visayas),11.05587747967719,122.58637362062704
Dumangas,Iloilo,Region VI (Western Visayas),10.834543336635745,122.71144407429568
Estancia,Iloilo,Region VI (Western Visayas),11.453164714620774,123.13464875677933
Guimbal,Iloilo,Region VI (Western Visayas),10.692603340701977,122.30986781398583
Igbaras,Iloilo,Region VI (Western Visayas),10.75444294075608,122.24206655759949
Iloilo City (Capital),Iloilo,Region VI (Western Visayas),10.723487744212292,122.55520290454665
Janiuay,Iloilo,Region VI (Western Visayas),10.996270063992114,122.42009410929789
Lambunao,Iloilo,Region VI (Western Visayas),11.108900509685183,122.39024488028807
Leganes,Iloilo,Region VI (Western Visayas),10.790262488073596,122.59873832631995
Lemery,Iloilo,Region VI (Western Visayas),11.228586488299264,122.91365289295618
Leon,Iloilo,Region VI (Western Visayas),10.824684466190197,122.34457461180999
Maasin,Iloilo,Region VI (Western Visayas),10.926285931455041,122.3960143614594
Miagao,Iloilo,Region VI (Western Visayas),10.68525405273334,122.18363691418666
Mina,Iloilo,Region VI (Western Visayas),10.929724487400943,122.58010312863433
New Lucena,Iloilo,Region VI (Western Visayas),10.872306199691849,122.57844925674205
Oton,Iloilo,Region VI (Western Visayas),10.72527970377032,122.46694118026439
City of Passi,Iloilo,Region VI (Western Visayas),11.166504946255344,122.66775986681802
